gene_symbol	chrom	start	end	strand	ensembl_id
CTD-2370N5.3	17	29632231	29645849	-	ENSG00000265118
EVI2A	17	29644578	29648902	-	ENSG00000126860
RAB11FIP4	17	29718642	29865236	+	ENSG00000131242
AC003101.1	17	29898161	29902678	+	ENSG00000228768
COPRS	17	30178883	30186356	-	ENSG00000172301
UTP6	17	30187923	30228784	-	ENSG00000108651
SUZ12	17	30264037	30328064	+	ENSG00000178691
LRRC37B	17	30334891	30380523	+	ENSG00000185158
AC090616.2	17	30468245	30470154	-	ENSG00000214708
RHOT1	17	30469473	30580393	+	ENSG00000126858
AC116407.2	17	30506379	30506885	-	ENSG00000269402
RHBDL3	17	30593195	30651680	+	ENSG00000141314
C17orf75	17	30651584	30677042	-	ENSG00000108666
ZNF207	17	30677136	30708905	+	ENSG00000010244
PSMD11	17	30771279	30810336	+	ENSG00000108671
CDK5R1	17	30813637	30818274	+	ENSG00000176749
MYO1D	17	30819540	31204195	-	ENSG00000176658
TMEM98	17	31254928	31272124	+	ENSG00000006042
SPACA3	17	31297394	31324895	+	ENSG00000141316
ASIC2	17	31340105	32501983	-	ENSG00000108684
AC005549.3	17	32581900	32582306	-	ENSG00000268024
CCL2	17	32582304	32584222	+	ENSG00000108691
CCL7	17	32597240	32599261	+	ENSG00000108688
CCL11	17	32612687	32615353	+	ENSG00000172156
CCL8	17	32646055	32648421	+	ENSG00000108700
CCL13	17	32683471	32685629	+	ENSG00000181374
CCL1	17	32687347	32690250	-	ENSG00000108702
C17orf102	17	32901142	32906388	-	ENSG00000197322
TMEM132E	17	32907768	32966337	+	ENSG00000181291
CCT6B	17	33254878	33308097	-	ENSG00000132141
ZNF830	17	33288549	33290205	+	ENSG00000198783
LIG3	17	33307513	33332083	+	ENSG00000005156
RFFL	17	33333009	33416338	-	ENSG00000092871
RAD51L3-RFFL	17	33338368	33448512	-	ENSG00000267618
RAD51D	17	33426811	33448541	-	ENSG00000185379
FNDC8	17	33448598	33457751	+	ENSG00000073598
NLE1	17	33455772	33469334	-	ENSG00000073536
UNC45B	17	33474836	33516364	+	ENSG00000141161
SLC35G3	17	33519539	33521412	-	ENSG00000164729
SLFN5	17	33570055	33600674	+	ENSG00000166750
SLFN11	17	33677324	33700720	-	ENSG00000172716
SLFN12	17	33738079	33760302	-	ENSG00000172123
SLFN13	17	33762115	33775856	-	ENSG00000154760
SLFN12L	17	33791268	33864880	-	ENSG00000205045
SLFN14	17	33875144	33885117	-	ENSG00000236320
PEX12	17	33901814	33905882	-	ENSG00000108733
AP2B1	17	33905065	34053436	+	ENSG00000006125
RASL10B	17	34058668	34070540	+	ENSG00000141150
GAS2L2	17	34071530	34079897	-	ENSG00000132139
MMP28	17	34083268	34122711	-	ENSG00000129270
C17orf50	17	34087916	34092098	+	ENSG00000154768
TAF15	17	34136459	34191619	+	ENSG00000172660
C17orf66	17	34181955	34195895	-	ENSG00000172653
CCL5	17	34198495	34207797	-	ENSG00000161570
RDM1	17	34245070	34257777	-	ENSG00000187456
LYZL6	17	34261522	34270703	-	ENSG00000161572
CCL16	17	34303529	34308532	-	ENSG00000161573
CCL14	17	34310327	34329100	-	ENSG00000213494
CCL15-CCL14	17	34310692	34328660	-	ENSG00000161574
CTB-186H2.3	17	34310692	34317306	+	ENSG00000266956
CCL15	17	34323476	34329084	-	ENSG00000267596
CCL23	17	34340096	34345005	-	ENSG00000167236
CCL18	17	34391640	34399392	+	ENSG00000006074
CCL3	17	34415602	34417515	-	ENSG00000006075
CCL4	17	34430983	34433014	+	ENSG00000129277
TBC1D3B	17	34493061	34503996	-	ENSG00000224226
CCL3L3	17	34522268	34524157	-	ENSG00000256515
CCL4L1	17	34538310	34540280	+	ENSG00000205020
TBC1D3C	17	34580902	34757050	-	ENSG00000234972
TBC1D3H	17	34581086	34808061	-	ENSG00000242384
CCL3L1	17	34623842	34625731	-	ENSG00000205021
CCL4L2	17	34639793	34641846	+	ENSG00000197262
TBC1D3G	17	34745936	34808104	-	ENSG00000161583
ZNHIT3	17	34842473	34855154	+	ENSG00000108278
MYO19	17	34851477	34899284	-	ENSG00000141140
PIGW	17	34890847	34895159	+	ENSG00000184886
GGNBP2	17	34900737	34946278	+	ENSG00000005955
DHRS11	17	34948228	34957235	+	ENSG00000108272
MRM1	17	34958001	34965407	+	ENSG00000129282
LHX1	17	35294084	35301917	+	ENSG00000132130
AATF	17	35306175	35414171	+	ENSG00000108270
ACACA	17	35441923	35766909	-	ENSG00000132142
C17orf78	17	35732928	35749662	+	ENSG00000167230
TADA2A	17	35766965	35839835	+	ENSG00000108264
DUSP14	17	35849937	35873603	+	ENSG00000161326
SYNRG	17	35874900	35969544	-	ENSG00000006114
DDX52	17	35969787	36003493	-	ENSG00000141141
HNF1B	17	36046435	36105237	-	ENSG00000108753
TBC1D3F	17	36283971	36294915	+	ENSG00000185128
TBC1D3	17	36337711	36358166	-	ENSG00000197681
RP11-1407O15.2	17	36337717	36421858	-	ENSG00000174093
MRPL45	17	36452989	36479101	+	ENSG00000174100
GPR179	17	36481413	36499730	-	ENSG00000188888
SOCS7	17	36508111	36556019	+	ENSG00000174111
ARHGAP23	17	36584662	36668628	+	ENSG00000225485
SRCIN1	17	36686251	36762183	-	ENSG00000017373
C17orf96	17	36827961	36831187	-	ENSG00000179294
MLLT6	17	36861795	36886056	+	ENSG00000108292
AC006449.1	17	36884086	36884451	-	ENSG00000269094
CISD3	17	36886488	36891297	+	ENSG00000230055
PCGF2	17	36890150	36906070	-	ENSG00000056661
CTB-58E17.5	17	36905613	36906969	+	ENSG00000227450
PSMB3	17	36908989	36920484	+	ENSG00000108294
PIP4K2B	17	36921942	36956379	-	ENSG00000141720
CWC25	17	36956687	36981734	-	ENSG00000108296
C17orf98	17	36991341	36997708	-	ENSG00000214556
RPL23	17	37004118	37010096	-	ENSG00000125691
LASP1	17	37026112	37078023	+	ENSG00000002834
FBXO47	17	37092685	37123655	-	ENSG00000204952
PLXDC1	17	37219556	37310647	-	ENSG00000161381
ARL5C	17	37313147	37323737	-	ENSG00000141748
CACNB1	17	37329709	37353956	-	ENSG00000067191
RPL19	17	37356536	37360980	+	ENSG00000108298
STAC2	17	37366789	37382125	-	ENSG00000141750
FBXL20	17	37415384	37558776	-	ENSG00000108306
MED1	17	37560538	37607539	-	ENSG00000125686
CDK12	17	37617764	37721160	+	ENSG00000167258
NEUROD2	17	37759789	37766030	-	ENSG00000171532
PPP1R1B	17	37782993	37792879	+	ENSG00000131771
STARD3	17	37793318	37819737	+	ENSG00000131748
TCAP	17	37820440	37822808	+	ENSG00000173991
PNMT	17	37824234	37826728	+	ENSG00000141744
PGAP3	17	37827375	37853050	-	ENSG00000161395
ERBB2	17	37844167	37886679	+	ENSG00000141736
MIEN1	17	37884749	37887040	-	ENSG00000141741
GRB7	17	37894180	37903544	+	ENSG00000141738
IKZF3	17	37921198	38020441	-	ENSG00000161405
ZPBP2	17	38024417	38034149	+	ENSG00000186075
GSDMB	17	38060848	38076107	-	ENSG00000073605
ORMDL3	17	38077294	38083854	-	ENSG00000172057
LRRC3C	17	38097727	38101000	+	ENSG00000204913
GSDMA	17	38119226	38134019	+	ENSG00000167914
PSMD3	17	38137050	38154213	+	ENSG00000108344
CSF3	17	38171614	38174066	+	ENSG00000108342
MED24	17	38175350	38217468	-	ENSG00000008838
THRA	17	38214543	38250120	+	ENSG00000126351
NR1D1	17	38249040	38256978	-	ENSG00000126368
MSL1	17	38278551	38293042	+	ENSG00000188895
CASC3	17	38296571	38328436	+	ENSG00000108349
RAPGEFL1	17	38333263	38351908	+	ENSG00000108352
WIPF2	17	38375556	38440388	+	ENSG00000171475
CDC6	17	38443885	38459171	+	ENSG00000094804
RARA	17	38465444	38513094	+	ENSG00000131759
CTD-2267D19.3	17	38516907	38520945	+	ENSG00000266208
GJD3	17	38517235	38520067	-	ENSG00000183153
TOP2A	17	38544768	38574202	-	ENSG00000131747
IGFBP4	17	38599702	38613983	+	ENSG00000141753
TNS4	17	38632080	38657849	-	ENSG00000131746
CCR7	17	38710021	38721724	-	ENSG00000126353
SMARCE1	17	38781214	38804760	-	ENSG00000073584
KRT24	17	38854243	38860002	-	ENSG00000167916
KRT25	17	38904273	38911584	-	ENSG00000204897
KRT26	17	38922490	38928414	-	ENSG00000186393
KRT27	17	38933060	38938786	-	ENSG00000171446
KRT28	17	38948455	38956211	-	ENSG00000173908
KRT10	17	38974369	38978847	-	ENSG00000186395
TMEM99	17	38975358	38992522	+	ENSG00000167920
KRT12	17	39017555	39023462	-	ENSG00000187242
KRT20	17	39032193	39041479	-	ENSG00000171431
KRT23	17	39078948	39093886	-	ENSG00000108244
KRT39	17	39114669	39123144	-	ENSG00000196859
KRT40	17	39133968	39143387	-	ENSG00000204889
KRTAP3-3	17	39149686	39150385	-	ENSG00000212899
KRTAP3-2	17	39155447	39156138	-	ENSG00000212900
KRTAP3-1	17	39164773	39175576	-	ENSG00000212901
KRTAP1-5	17	39182278	39183454	-	ENSG00000221852
KRTAP1-4	17	39185949	39186356	-	ENSG00000204887
KRTAP1-3	17	39190142	39191107	-	ENSG00000221880
KRTAP1-1	17	39196811	39197713	-	ENSG00000188581
KRTAP2-1	17	39202793	39203568	-	ENSG00000212725
KRTAP2-2	17	39210750	39211482	-	ENSG00000214518
KRTAP2-3	17	39215495	39216344	-	ENSG00000212724
KRTAP2-4	17	39221369	39222131	-	ENSG00000213417
KRTAP4-7	17	39240459	39241396	+	ENSG00000240871
KRTAP4-8	17	39253233	39254393	-	ENSG00000204880
KRTAP4-16P	17	39257754	39258461	-	ENSG00000241241
KRTAP4-9	17	39261584	39262740	+	ENSG00000212722
KRTAP4-11	17	39273433	39274606	-	ENSG00000212721
KRTAP4-12	17	39279343	39280419	-	ENSG00000213416
KRTAP4-6	17	39295685	39296739	-	ENSG00000198090
KRTAP4-5	17	39305178	39306054	-	ENSG00000198271
KRTAP4-4	17	39315910	39316983	-	ENSG00000171396
KRTAP4-3	17	39323484	39324424	-	ENSG00000196156
KRTAP4-2	17	39333698	39334460	-	ENSG00000244537
KRTAP4-1	17	39340354	39341594	-	ENSG00000198443
KRTAP9-1	17	39344697	39346891	+	ENSG00000240542
KRTAP9-2	17	39382900	39383904	+	ENSG00000239886
KRTAP9-3	17	39388715	39389705	+	ENSG00000204873
KRTAP9-8	17	39394297	39395256	+	ENSG00000187272
KRTAP9-4	17	39405939	39406904	+	ENSG00000241595
KRTAP9-9	17	39411636	39412616	+	ENSG00000198083
KRTAP9-6	17	39421591	39422893	+	ENSG00000212659
KRTAP9-7	17	39431911	39432949	+	ENSG00000180386
KRTAP29-1	17	39458078	39459103	-	ENSG00000212658
KRTAP16-1	17	39463952	39465505	-	ENSG00000212657
KRTAP17-1	17	39471173	39471947	-	ENSG00000186860
KRT33A	17	39502344	39507064	-	ENSG00000006059
KRT33B	17	39519746	39526052	-	ENSG00000131738
KRT34	17	39533902	39538655	-	ENSG00000131737
KRT31	17	39549976	39553844	-	ENSG00000094796
KRT37	17	39577005	39580775	-	ENSG00000108417
KRT38	17	39592698	39597173	-	ENSG00000171360
KRT32	17	39616063	39623681	-	ENSG00000108759
KRT35	17	39632941	39637392	-	ENSG00000197079
KRT36	17	39642388	39648798	-	ENSG00000126337
KRT13	17	39657233	39661957	-	ENSG00000171401
KRT15	17	39669995	39678781	-	ENSG00000171346
KRT19	17	39679869	39684560	-	ENSG00000171345
KRT9	17	39722096	39728310	-	ENSG00000171403
KRT14	17	39738531	39743173	-	ENSG00000186847
KRT16	17	39766030	39772151	-	ENSG00000186832
KRT17	17	39775689	39781094	-	ENSG00000128422
JUP	17	39775692	39943183	-	ENSG00000173801
EIF1	17	39845137	39848920	+	ENSG00000173812
GAST	17	39868578	39872221	+	ENSG00000184502
HAP1	17	39873994	39890896	-	ENSG00000173805
LEPREL4	17	39958199	39968856	-	ENSG00000141696
FKBP10	17	39968932	39979465	+	ENSG00000141756
NT5C3B	17	39981335	39992523	-	ENSG00000141698
KLHL10	17	39991937	40004636	+	ENSG00000161594
KLHL11	17	40009797	40021684	-	ENSG00000178502
ACLY	17	40023161	40086795	-	ENSG00000131473
CNP	17	40118759	40129749	+	ENSG00000173786
DNAJC7	17	40128451	40173394	-	ENSG00000168259
NKIRAS2	17	40163400	40177659	+	ENSG00000168256
ZNF385C	17	40177594	40217383	-	ENSG00000187595
DHX58	17	40253422	40264751	-	ENSG00000108771
KAT2A	17	40265126	40273376	-	ENSG00000108773
CTD-2132N18.3	17	40271692	40306934	-	ENSG00000267261
HSPB9	17	40274756	40275371	+	ENSG00000197723
RAB5C	17	40276994	40307035	-	ENSG00000108774
KCNH4	17	40308909	40333296	-	ENSG00000089558
HCRT	17	40336078	40337470	-	ENSG00000161610
GHDC	17	40340817	40346531	-	ENSG00000167925
STAT5B	17	40351186	40428725	-	ENSG00000173757
STAT5A	17	40439565	40463961	+	ENSG00000126561
STAT3	17	40465342	40540586	-	ENSG00000168610
PTRF	17	40554470	40575535	-	ENSG00000177469
ATP6V0A1	17	40610862	40674629	+	ENSG00000033627
NAGLU	17	40688190	40696467	+	ENSG00000108784
HSD17B1	17	40701232	40707231	+	ENSG00000108786
COASY	17	40713485	40718295	+	ENSG00000068120
MLX	17	40719086	40725257	+	ENSG00000108788
PSMC3IP	17	40724333	40729849	-	ENSG00000131470
FAM134C	17	40731531	40762641	-	ENSG00000141699
TUBG1	17	40761694	40767252	+	ENSG00000131462
TUBG2	17	40811323	40819024	+	ENSG00000037042
PLEKHH3	17	40819932	40829048	-	ENSG00000068137
CCR10	17	40830907	40835935	-	ENSG00000184451
CNTNAP1	17	40834631	40851832	+	ENSG00000108797
EZH1	17	40852293	40897071	-	ENSG00000108799
RAMP2	17	40910465	40915059	+	ENSG00000131477
VPS25	17	40925454	40931617	+	ENSG00000131475
WNK4	17	40932696	40948954	+	ENSG00000126562
COA3	17	40947165	40950722	-	ENSG00000183978
CNTD1	17	40950810	40963605	+	ENSG00000176563
BECN1	17	40962152	40985367	-	ENSG00000126581
PSME3	17	40976402	40995774	+	ENSG00000131467
AOC2	17	40996617	41002724	+	ENSG00000131480
AOC3	17	41003201	41010147	+	ENSG00000131471
G6PC	17	41052814	41065386	+	ENSG00000131482
AARSD1	17	41102543	41116515	-	ENSG00000266967
PTGES3L-AARSD1	17	41102543	41132545	-	ENSG00000108825
PTGES3L	17	41120105	41132545	-	ENSG00000267060
RUNDC1	17	41132582	41145707	+	ENSG00000198863
RPL27	17	41150290	41154976	+	ENSG00000131469
IFI35	17	41158742	41166473	+	ENSG00000068079
VAT1	17	41166622	41177140	-	ENSG00000108828
RND2	17	41177258	41184057	+	ENSG00000108830
BRCA1	17	41196312	41277500	-	ENSG00000012048
NBR1	17	41322498	41363708	+	ENSG00000188554
TMEM106A	17	41363854	41372061	+	ENSG00000184988
ARL4D	17	41476327	41478505	+	ENSG00000175906
DHX8	17	41561233	41621831	+	ENSG00000067596
ETV4	17	41605212	41656988	-	ENSG00000175832
MEOX1	17	41717756	41739322	-	ENSG00000005102
SOST	17	41831099	41836156	-	ENSG00000167941
DUSP3	17	41843489	41856356	-	ENSG00000108861
C17orf105	17	41857803	41864980	+	ENSG00000231256
MPP3	17	41878167	41910538	-	ENSG00000161647
CD300LG	17	41924516	41940997	+	ENSG00000161649
MPP2	17	41952725	41987068	-	ENSG00000108852
FAM215A	17	41994576	41995326	+	ENSG00000267496
RP11-527L4.2	17	42015731	42016327	+	ENSG00000261514
PPY	17	42018172	42019836	-	ENSG00000108849
PYY	17	42030106	42081837	-	ENSG00000131096
NAGS	17	42081914	42086431	+	ENSG00000161653
TMEM101	17	42088556	42101314	-	ENSG00000091947
LSM12	17	42112003	42144987	-	ENSG00000161654
G6PC3	17	42148103	42153709	+	ENSG00000141349
HDAC5	17	42154114	42201070	-	ENSG00000108840
C17orf53	17	42219274	42239844	+	ENSG00000125319
ASB16	17	42247815	42256451	+	ENSG00000161664
TMUB2	17	42264338	42269099	+	ENSG00000168591
ATXN7L3	17	42269173	42277481	-	ENSG00000087152
UBTF	17	42282401	42298994	-	ENSG00000108312
SLC4A1	17	42325753	42345509	-	ENSG00000004939
AC003102.1	17	42325758	42327236	-	ENSG00000214921
AC003043.1	17	42335297	42355825	+	ENSG00000268413
RUNDC3A	17	42385781	42396039	+	ENSG00000108309
SLC25A39	17	42396993	42402238	-	ENSG00000013306
GRN	17	42422614	42430470	+	ENSG00000030582
FAM171A2	17	42430583	42441243	-	ENSG00000161682
ITGA2B	17	42449548	42466873	-	ENSG00000005961
GPATCH8	17	42472652	42580798	-	ENSG00000186566
FZD2	17	42634925	42636907	+	ENSG00000180340
C17orf104	17	42733762	42767676	+	ENSG00000180336
CCDC43	17	42750437	42767147	-	ENSG00000180329
DBF4B	17	42785976	42829632	+	ENSG00000161692
ADAM11	17	42836399	42859214	+	ENSG00000073670
GJC1	17	42875816	42908184	-	ENSG00000182963
HIGD1B	17	42923721	42927848	+	ENSG00000131097
EFTUD2	17	42927311	42977030	-	ENSG00000108883
CCDC103	17	42976510	42982758	+	ENSG00000167131
FAM187A	17	42977135	42982758	+	ENSG00000214447
GFAP	17	42982376	42994305	-	ENSG00000131095
KIF18B	17	43002077	43025082	-	ENSG00000186185
C1QL1	17	43037061	43045439	-	ENSG00000131094
DCAKD	17	43100708	43138473	-	ENSG00000172992
NMT1	17	43128978	43186384	+	ENSG00000136448
PLCD3	17	43186335	43210721	-	ENSG00000161714
ACBD4	17	43209967	43221548	+	ENSG00000181513
HEXIM1	17	43224684	43229468	+	ENSG00000186834
HEXIM2	17	43238067	43247407	+	ENSG00000168517
FMNL1	17	43298811	43324687	+	ENSG00000184922
SPATA32	17	43331760	43339479	-	ENSG00000184361
ARHGAP27	17	43471275	43511787	-	ENSG00000159314
PLEKHM1	17	43513266	43568115	-	ENSG00000225190
CRHR1	17	43699267	43913194	+	ENSG00000120088
SPPL2C	17	43922256	43924438	+	ENSG00000185294
MAPT	17	43971748	44105700	+	ENSG00000186868
STH	17	44076616	44077060	+	ENSG00000256762
KANSL1	17	44107282	44302733	-	ENSG00000120071
ARL17B	17	44352150	44439130	-	ENSG00000228696
LRRC37A	17	44370099	44415160	+	ENSG00000176681
LRRC37A2	17	44588877	44633016	+	ENSG00000238083
ARL17A	17	44594068	44657088	-	ENSG00000185829
NSF	17	44668035	44834830	+	ENSG00000073969
WNT3	17	44839872	44910520	-	ENSG00000108379
WNT9B	17	44910567	44964096	+	ENSG00000158955
GOSR2	17	45000483	45105003	+	ENSG00000108433
RP11-156P1.2	17	45000499	45124520	+	ENSG00000262633
RPRML	17	45055523	45056614	-	ENSG00000179673
CDC27	17	45195069	45266788	-	ENSG00000004897
MYL4	17	45277812	45301045	+	ENSG00000198336
EFCAB13	17	45400656	45518678	+	ENSG00000178852
NPEPPS	17	45600308	45700642	+	ENSG00000141279
KPNB1	17	45726842	45762871	+	ENSG00000108424
TBKBP1	17	45771447	45789416	+	ENSG00000198933
TBX21	17	45810610	45823485	+	ENSG00000073861
OSBPL7	17	45884738	45899200	-	ENSG00000006025
MRPL10	17	45900638	45908900	-	ENSG00000159111
LRRC46	17	45908993	45915079	+	ENSG00000141294
SCRN2	17	45915058	45918699	-	ENSG00000141295
SP6	17	45922279	45933240	-	ENSG00000189120
SP2	17	45973516	46006323	+	ENSG00000167182
PNPO	17	46018872	46025654	+	ENSG00000108439
PRR15L	17	46029333	46035244	-	ENSG00000167183
CDK5RAP3	17	46045176	46059140	+	ENSG00000108465
COPZ2	17	46103533	46115392	-	ENSG00000005243
NFE2L1	17	46125691	46138849	+	ENSG00000082641
CBX1	17	46147414	46178883	-	ENSG00000108468
SNX11	17	46180719	46200436	+	ENSG00000002919
SKAP1	17	46210802	46507637	-	ENSG00000141293
HOXB1	17	46605888	46608359	-	ENSG00000120094
HOXB2	17	46618256	46623441	-	ENSG00000173917
HOXB3	17	46626232	46682274	-	ENSG00000120093
HOXB4	17	46652875	46657473	-	ENSG00000182742
HOXB5	17	46668619	46671323	-	ENSG00000120075
HOXB6	17	46671639	46682354	-	ENSG00000108511
HOXB7	17	46684594	46710934	-	ENSG00000260027
HOXB8	17	46688739	46692478	-	ENSG00000120068
HOXB9	17	46698518	46703839	-	ENSG00000170689
PRAC1	17	46799084	46799884	-	ENSG00000159182
HOXB13	17	46802125	46806540	-	ENSG00000159184
TTLL6	17	46839597	46894576	-	ENSG00000170703
CALCOCO2	17	46908350	46943884	+	ENSG00000136436
ATP5G1	17	46970127	46973233	+	ENSG00000159199
UBE2Z	17	46985731	47006418	+	ENSG00000159202
SNF8	17	47006678	47022479	-	ENSG00000159210
GIP	17	47035916	47045958	-	ENSG00000159224
IGF2BP1	17	47074774	47133012	+	ENSG00000159217
B4GALNT2	17	47209822	47247351	+	ENSG00000167080
GNGT2	17	47280153	47287936	-	ENSG00000167083
ABI3	17	47287589	47300587	+	ENSG00000108798
PHOSPHO1	17	47300724	47308128	-	ENSG00000173868
ZNF652	17	47366568	47439835	-	ENSG00000198740
RP11-81K2.1	17	47448102	47554350	+	ENSG00000262039
PHB	17	47481414	47492246	-	ENSG00000167085
NGFR	17	47572655	47592379	+	ENSG00000064300
NXPH3	17	47653220	47661189	+	ENSG00000182575
SPOP	17	47676246	47755596	-	ENSG00000121067
SLC35B1	17	47778305	47786376	-	ENSG00000121073
FAM117A	17	47787694	47866542	-	ENSG00000121104
KAT7	17	47865917	47906458	+	ENSG00000136504
TAC4	17	47915671	47925379	-	ENSG00000176358
DLX4	17	48046334	48052321	+	ENSG00000108813
DLX3	17	48067369	48072588	-	ENSG00000064195
ITGA3	17	48133332	48167845	+	ENSG00000005884
PDK2	17	48172101	48189516	+	ENSG00000005882
SAMD14	17	48187404	48207246	-	ENSG00000167100
PPP1R9B	17	48211104	48227991	-	ENSG00000108819
SGCA	17	48241575	48253292	+	ENSG00000108823
COL1A1	17	48260650	48278993	-	ENSG00000108821
TMEM92	17	48348767	48358844	+	ENSG00000167105
XYLT2	17	48423453	48440499	+	ENSG00000015532
MRPL27	17	48445218	48450575	-	ENSG00000108826
EME1	17	48450581	48458844	+	ENSG00000154920
LRRC59	17	48452420	48474914	-	ENSG00000108829
ACSF2	17	48503519	48552206	+	ENSG00000167107
CHAD	17	48541857	48546327	-	ENSG00000136457
RSAD1	17	48556161	48563336	+	ENSG00000136444
MYCBPAP	17	48585745	48608862	+	ENSG00000136449
EPN3	17	48609904	48621111	+	ENSG00000049283
SPATA20	17	48620419	48633213	+	ENSG00000006282
CACNA1G	17	48638429	48704835	+	ENSG00000006283
ABCC3	17	48712138	48769613	+	ENSG00000108846
ANKRD40	17	48770551	48785285	-	ENSG00000154945
LUC7L3	17	48796905	48833574	+	ENSG00000108848
WFIKKN2	17	48912011	48919709	+	ENSG00000173714
TOB1	17	48939584	48945339	-	ENSG00000141232
SPAG9	17	49039535	49198226	-	ENSG00000008294
NME1	17	49230897	49239789	+	ENSG00000239672
NME1-NME2	17	49230920	49249108	+	ENSG00000243678
NME2	17	49230951	49249105	+	ENSG00000011052
MBTD1	17	49254786	49337524	-	ENSG00000011258
UTP18	17	49337889	49375297	+	ENSG00000011260
CA10	17	49707674	50237377	-	ENSG00000154975
AC102948.2	17	50939481	50976948	+	ENSG00000226364
C17orf112	17	51062880	51065012	+	ENSG00000227011
KIF2B	17	51900239	51902573	+	ENSG00000141200
TOM1L1	17	52976748	53039310	+	ENSG00000141198
COX11	17	53029263	53046146	-	ENSG00000166260
STXBP4	17	53046088	53241646	+	ENSG00000166263
HLF	17	53342373	53402426	+	ENSG00000108924
MMD	17	53469974	53499353	-	ENSG00000108960
TMEM100	17	53796988	53809482	-	ENSG00000166292
PCTP	17	53828340	53920191	+	ENSG00000141179
ANKFN1	17	54188319	54589020	+	ENSG00000153930
NOG	17	54671060	54672951	+	ENSG00000183691
C17orf67	17	54869274	54916134	-	ENSG00000214226
DGKE	17	54911460	54946036	+	ENSG00000153933
TRIM25	17	54965270	54991399	-	ENSG00000121060
COIL	17	55015548	55038415	-	ENSG00000121058
SCPEP1	17	55055466	55084129	+	ENSG00000121064
AKAP1	17	55162453	55198710	+	ENSG00000121057
MSI2	17	55333212	55762046	+	ENSG00000153944
CCDC182	17	55821842	55822673	-	ENSG00000166329
MRPS23	17	55916842	55927417	-	ENSG00000181610
CUEDC1	17	55938604	56032684	-	ENSG00000180891
VEZF1	17	56048910	56065620	-	ENSG00000136451
RP11-159D12.5	17	56066399	56082614	-	ENSG00000266086
SRSF1	17	56080721	56084707	-	ENSG00000136450
DYNLL2	17	56160776	56172897	+	ENSG00000264364
OR4D1	17	56232494	56233517	+	ENSG00000141194
OR4D2	17	56247017	56247940	+	ENSG00000255713
EPX	17	56270098	56282535	+	ENSG00000121053
MKS1	17	56282803	56296966	-	ENSG00000011143
LPO	17	56295909	56345879	+	ENSG00000167419
MPO	17	56347217	56358296	-	ENSG00000005381
BZRAP1	17	56378592	56406152	-	ENSG00000005379
SUPT4H1	17	56422539	56430454	-	ENSG00000213246
RNF43	17	56429861	56494956	-	ENSG00000108375
HSF5	17	56497528	56565745	-	ENSG00000176160
MTMR4	17	56566898	56595266	-	ENSG00000108389
SEPT4	17	56597611	56618179	-	ENSG00000108387
C17orf47	17	56618948	56621729	-	ENSG00000181013
TEX14	17	56634039	56769416	-	ENSG00000121101
RAD51C	17	56769934	56811703	+	ENSG00000108384
PPM1E	17	56833230	57058983	+	ENSG00000175175
TRIM37	17	57059999	57184282	-	ENSG00000108395
SKA2	17	57187312	57232630	-	ENSG00000182628
PRR11	17	57232860	57282066	+	ENSG00000068489
CTD-2510F5.6	17	57274927	57292587	+	ENSG00000265303
SMG8	17	57286761	57292608	+	ENSG00000167447
GDPD1	17	57297828	57353328	+	ENSG00000153982
YPEL2	17	57409050	57479090	+	ENSG00000175155
DHX40	17	57642886	57685706	+	ENSG00000108406
CLTC	17	57697219	57773671	+	ENSG00000141367
PTRH2	17	57751997	57784987	-	ENSG00000141378
VMP1	17	57784553	57919616	+	ENSG00000062716
TUBD1	17	57936851	57970304	-	ENSG00000108423
RPS6KB1	17	57970447	58027925	+	ENSG00000108443
RP11-178C3.1	17	58018269	58050462	+	ENSG00000267318
RNFT1	17	58029601	58042122	-	ENSG00000189050
HEATR6	17	58120555	58156292	-	ENSG00000068097
CA4	17	58227297	58248260	+	ENSG00000167434
USP32	17	58256455	58499831	-	ENSG00000170832
C17orf64	17	58469790	58508782	+	ENSG00000141371
APPBP2	17	58520520	58603580	-	ENSG00000062725
RP11-15E18.4	17	58641908	58663984	+	ENSG00000267772
PPM1D	17	58677544	58741849	+	ENSG00000170836
BCAS3	17	58754814	59470199	+	ENSG00000141376
TBX2	17	59477257	59486827	+	ENSG00000121068
C17orf82	17	59489112	59490641	+	ENSG00000187013
TBX4	17	59529765	59562471	+	ENSG00000121075
NACA2	17	59667794	59668563	-	ENSG00000253506
BRIP1	17	59758627	59940882	-	ENSG00000136492
INTS2	17	59942731	60005377	-	ENSG00000108506
MED13	17	60019966	60142643	-	ENSG00000108510
RP11-51L5.7	17	60349848	60360276	-	ENSG00000270033
EFCAB3	17	60447579	60493837	+	ENSG00000172421
METTL2A	17	60501228	60527454	+	ENSG00000087995
TLK2	17	60536019	60692842	+	ENSG00000146872
MRC2	17	60704762	60770958	+	ENSG00000011028
MARCH10	17	60778675	60885705	-	ENSG00000173838
TANC2	17	61086917	61505060	+	ENSG00000170921
CYB561	17	61509665	61523739	-	ENSG00000008283
KCNH6	17	61600695	61626338	+	ENSG00000173826
DCAF7	17	61627822	61671639	+	ENSG00000136485
TACO1	17	61678231	61685725	+	ENSG00000136463
MAP3K3	17	61699775	61773663	+	ENSG00000198909
LIMD2	17	61773262	61778532	-	ENSG00000136490
STRADA	17	61780192	61819330	-	ENSG00000266173
