gene_symbol	chrom	start	end	strand	ensembl_id
NPLOC4	17	81556887	81648465	-	ENSG00000182446
TSPAN10	17	81637171	81648754	+	ENSG00000182612
PDE6G	17	81650459	81663112	-	ENSG00000185527
OXLD1	17	81665036	81666635	-	ENSG00000204237
CCDC137	17	81666737	81673904	+	ENSG00000185298
ARL16	17	81681165	81683797	-	ENSG00000214087
HGS	17	81683326	81703138	+	ENSG00000185359
MRPL12	17	81703367	81707517	+	ENSG00000262814
SLC25A10	17	81711951	81721969	+	ENSG00000183048
GCGR	17	81803105	81814023	+	ENSG00000215644
MCRIP1	17	81821790	81833302	-	ENSG00000225663
PPP1R27	17	81833488	81835050	-	ENSG00000182676
P4HB	17	81843159	81860856	-	ENSG00000185624
ARHGDIA	17	81867719	81871378	-	ENSG00000141522
ALYREF	17	81887835	81891586	-	ENSG00000183684
ANAPC11	17	81890669	81900991	+	ENSG00000141552
NPB	17	81900745	81902905	+	ENSG00000183979
PCYT2	17	81900958	81911461	-	ENSG00000185813
SIRT7	17	81911939	81921323	-	ENSG00000187531
MAFG	17	81918270	81927735	-	ENSG00000197063
PYCR1	17	81932378	81942412	-	ENSG00000183010
MYADML2	17	81939645	81947233	-	ENSG00000185105
NOTUM	17	81952507	81963328	-	ENSG00000185269
ASPSCR1	17	81976807	82017406	+	ENSG00000169696
CENPX	17	82018590	82024107	-	ENSG00000169689
LRRC45	17	82023294	82031153	+	ENSG00000169683
RAC3	17	82031637	82034204	+	ENSG00000169750
DCXR	17	82035136	82037776	-	ENSG00000169738
RFNG	17	82047902	82051831	-	ENSG00000169733
GPS1	17	82050691	82058057	+	ENSG00000169727
DUS1L	17	82057506	82066206	-	ENSG00000169718
FASN	17	82078338	82098294	-	ENSG00000169710
CCDC57	17	82101459	82212878	-	ENSG00000176155
SLC16A3	17	82217878	82261129	+	ENSG00000141526
CSNK1D	17	82239023	82273700	-	ENSG00000141551
CD7	17	82313564	82317608	-	ENSG00000173762
SECTM1	17	82321024	82335518	-	ENSG00000141574
TEX19	17	82359247	82363775	+	ENSG00000182459
UTS2R	17	82368266	82377709	+	ENSG00000181408
OGFOD3	17	82389210	82418637	-	ENSG00000181396
HEXD	17	82418318	82442645	+	ENSG00000169660
CYBC1	17	82440912	82450829	-	ENSG00000178927
NARF	17	82458180	82490537	+	ENSG00000141562
FOXK2	17	82519689	82644662	+	ENSG00000141568
WDR45B	17	82614562	82648553	-	ENSG00000141580
RAB40B	17	82654973	82698698	-	ENSG00000141542
FN3KRP	17	82716706	82730328	+	ENSG00000141560
FN3K	17	82735603	82751197	+	ENSG00000167363
TBCD	17	82751855	82945918	+	ENSG00000141556
ZNF750	17	82829434	82840022	-	ENSG00000141579
B3GNTL1	17	82942149	83051829	-	ENSG00000175711
METRNL	17	83079609	83095122	+	ENSG00000176845
TUBB8B	18	47221	73545	-	ENSG00000173213
USP14	18	158351	214629	+	ENSG00000101557
THOC1	18	214515	268053	-	ENSG00000079134
COLEC12	18	316737	500722	-	ENSG00000158270
CETN1	18	580380	582114	+	ENSG00000177143
CLUL1	18	596988	650334	+	ENSG00000079101
TYMS	18	657515	676613	+	ENSG00000176890
ENOSF1	18	670318	712722	-	ENSG00000132199
YES1	18	721588	813276	-	ENSG00000176105
ADCYAP1	18	904871	912172	+	ENSG00000141433
METTL4	18	2537525	2571509	-	ENSG00000101574
NDC80	18	2571520	2616635	+	ENSG00000080986
SMCHD1	18	2655668	2805017	+	ENSG00000101596
EMILIN2	18	2846930	2916003	+	ENSG00000132205
LPIN2	18	2885296	3013345	-	ENSG00000101577
MYOM1	18	3066693	3220126	-	ENSG00000101605
MYL12A	18	3247481	3256260	+	ENSG00000101608
MYL12B	18	3261479	3278461	+	ENSG00000118680
TGIF1	18	3411608	3459978	+	ENSG00000177426
DLGAP1	18	3496032	4455307	-	ENSG00000170579
AKAIN1	18	5142911	5197503	-	ENSG00000231824
ZBTB14	18	5288863	5297053	-	ENSG00000198081
EPB41L3	18	5392379	5630700	-	ENSG00000082397
TMEM200C	18	5882072	5896084	-	ENSG00000206432
L3MBTL4	18	5952760	6415477	-	ENSG00000154655
ARHGAP28	18	6729680	6915716	+	ENSG00000088756
LAMA1	18	6941742	7117859	-	ENSG00000101680
LRRC30	18	7231089	7232044	+	ENSG00000206422
PTPRM	18	7566782	8406861	+	ENSG00000173482
RAB12	18	8609437	8639383	+	ENSG00000206418
MTCL1	18	8705271	8832780	+	ENSG00000168502
NDUFV2	18	9102433	9134346	+	ENSG00000178127
ANKRD12	18	9136228	9285985	+	ENSG00000101745
TWSG1	18	9334694	9402420	+	ENSG00000128791
RALBP1	18	9474991	9538114	+	ENSG00000017797
PPP4R1	18	9546791	9615240	-	ENSG00000154845
RAB31	18	9708246	9862551	+	ENSG00000168461
TXNDC2	18	9885766	9889275	+	ENSG00000168454
VAPA	18	9913916	9960021	+	ENSG00000101558
APCDD1	18	10454635	10489949	+	ENSG00000154856
NAPG	18	10525905	10552766	+	ENSG00000134265
PIEZO2	18	10666483	11149569	-	ENSG00000154864
SLC35G4	18	11609596	11610612	+	ENSG00000236396
GNAL	18	11689264	11885685	+	ENSG00000141404
CHMP1B	18	11851413	11854444	+	ENSG00000255112
MPPE1	18	11882622	11909180	-	ENSG00000154889
IMPA2	18	11981025	12030877	+	ENSG00000141401
ANKRD62	18	12093843	12129764	+	ENSG00000181626
CIDEA	18	12254361	12277595	+	ENSG00000176194
TUBB6	18	12307287	12344320	+	ENSG00000176014
AFG3L2	18	12328932	12377473	-	ENSG00000141385
PRELID3A	18	12407896	12432238	+	ENSG00000141391
SPIRE1	18	12446512	12658119	-	ENSG00000134278
PSMG2	18	12658043	12728945	+	ENSG00000128789
CEP76	18	12661833	12702777	-	ENSG00000101624
PTPN2	18	12785478	12929643	-	ENSG00000175354
SEH1L	18	12947133	12987667	+	ENSG00000085415
CEP192	18	12991315	13125053	+	ENSG00000101639
LDLRAD4	18	13216173	13652755	+	ENSG00000168675
FAM210A	18	13663347	13726663	-	ENSG00000177150
RNMT	18	13726660	13764556	+	ENSG00000101654
MC5R	18	13824149	13827323	+	ENSG00000176136
MC2R	18	13882043	13915707	-	ENSG00000185231
ZNF519	18	14057457	14132490	-	ENSG00000175322
POTEC	18	14507339	14543600	-	ENSG00000183206
ANKRD30B	18	14728272	14854667	+	ENSG00000180777
ROCK1	18	20944612	21111813	-	ENSG00000067900
GREB1L	18	21242229	21526112	+	ENSG00000141449
ESCO1	18	21529041	21600966	-	ENSG00000141446
SNRPD1	18	21612314	21633524	+	ENSG00000167088
ABHD3	18	21650898	21704808	-	ENSG00000158201
MIB1	18	21704957	21870953	+	ENSG00000101752
GATA6	18	22168837	22204154	+	ENSG00000141448
CTAGE1	18	22413599	22417915	-	ENSG00000212710
RBBP8	18	22798261	23026488	+	ENSG00000101773
CABLES1	18	23134564	23260470	+	ENSG00000134508
TMEM241	18	23197144	23437971	-	ENSG00000134490
RIOK3	18	23453280	23486603	+	ENSG00000101782
RMC1	18	23503483	23531822	+	ENSG00000141452
NPC1	18	23506184	23586969	-	ENSG00000141458
ANKRD29	18	23598926	23663088	-	ENSG00000154065
LAMA3	18	23689453	23956222	+	ENSG00000053747
TTC39C	18	23992773	24135970	+	ENSG00000168234
CABYR	18	24138987	24161603	+	ENSG00000154040
OSBPL1A	18	24162045	24397880	-	ENSG00000141447
IMPACT	18	24426634	24453531	+	ENSG00000154059
HRH4	18	24460637	24479961	+	ENSG00000134489
ZNF521	18	25061924	25352194	-	ENSG00000198795
SS18	18	26016253	26091217	-	ENSG00000141380
PSMA8	18	26133852	26193355	+	ENSG00000154611
TAF4B	18	26226393	26391685	+	ENSG00000141384
KCTD1	18	26454910	26657401	-	ENSG00000134504
AQP4	18	26852043	26865771	-	ENSG00000171885
CHST9	18	26906481	27185344	-	ENSG00000154080
CDH2	18	27932879	28177946	-	ENSG00000170558
DSC3	18	30989365	31042815	-	ENSG00000134762
DSC2	18	31058545	31102600	-	ENSG00000134755
DSC1	18	31129236	31162856	-	ENSG00000134765
DSG1	18	31318160	31359246	+	ENSG00000134760
DSG4	18	31376777	31414912	+	ENSG00000175065
DSG3	18	31447741	31478702	+	ENSG00000134757
DSG2	18	31497624	31551351	+	ENSG00000046604
TTR	18	31557009	31606585	+	ENSG00000118271
B4GALT6	18	31621911	31685836	-	ENSG00000118276
SLC25A52	18	31759584	31760880	-	ENSG00000141437
TRAPPC8	18	31829197	31953136	-	ENSG00000153339
RNF125	18	32018174	32088144	+	ENSG00000101695
RNF138	18	32091871	32131561	+	ENSG00000134758
GAREM1	18	32124877	32470882	-	ENSG00000141441
MEP1B	18	32185069	32220404	+	ENSG00000141434
KLHL14	18	32672601	32773023	-	ENSG00000197705
CCDC178	18	32937402	33441101	-	ENSG00000166960
ASXL3	18	33578219	33751195	+	ENSG00000141431
NOL4	18	33851100	34224952	-	ENSG00000101746
DTNA	18	34493291	34891844	+	ENSG00000134769
MAPRE2	18	34976928	35143470	+	ENSG00000166974
ZNF397	18	35240508	35267133	+	ENSG00000186812
ZSCAN30	18	35251058	35290245	-	ENSG00000186814
ZNF24	18	35332227	35345502	-	ENSG00000172466
ZNF396	18	35366694	35381746	-	ENSG00000186496
INO80C	18	35452230	35497979	-	ENSG00000153391
GALNT1	18	35580892	35713370	+	ENSG00000141429
C18orf21	18	35972625	35979286	+	ENSG00000141428
RPRD1A	18	35984387	36067576	-	ENSG00000141425
SLC39A6	18	36108531	36129385	-	ENSG00000141424
ELP2	18	36129444	36180557	+	ENSG00000134759
MOCOS	18	36186894	36272157	+	ENSG00000075643
FHOD3	18	36297676	36780220	+	ENSG00000134775
TPGS2	18	36777647	36829216	-	ENSG00000134779
KIAA1328	18	36828982	37232172	+	ENSG00000150477
CELF4	18	37243040	37565994	-	ENSG00000101489
PIK3C3	18	41955207	42087830	+	ENSG00000078142
RIT2	18	42743218	43115719	-	ENSG00000152214
SYT4	18	43267892	43277535	-	ENSG00000132872
SETBP1	18	44680173	45068510	+	ENSG00000152217
SLC14A2	18	45212995	45683688	+	ENSG00000132874
SLC14A1	18	45687025	45752521	+	ENSG00000141469
EPG5	18	45800581	45967340	-	ENSG00000152223
SIGLEC15	18	45825675	45844094	+	ENSG00000197046
PSTPIP2	18	45983536	46072296	-	ENSG00000152229
ATP5F1A	18	46080248	46104334	-	ENSG00000152234
HAUS1	18	46104329	46129404	+	ENSG00000152240
ARK2N	18	46173508	46266992	+	ENSG00000152242
ARK2C	18	46326809	46463140	+	ENSG00000141622
LOXHD1	18	46476972	46657220	-	ENSG00000167210
ST8SIA5	18	46667821	46759257	-	ENSG00000101638
PIAS2	18	46803218	46920160	-	ENSG00000078043
KATNAL2	18	46917492	47103478	+	ENSG00000167216
ELOA2	18	47032527	47035621	-	ENSG00000206181
HDHD2	18	47076104	47151106	-	ENSG00000167220
IER3IP1	18	47152834	47176381	-	ENSG00000134049
SKOR2	18	47206169	47251660	-	ENSG00000215474
SMAD2	18	47808957	47931569	-	ENSG00000175387
ZBTB7C	18	48026672	48410752	-	ENSG00000184828
CTIF	18	48539005	48863217	+	ENSG00000134030
SMAD7	18	48919853	48952020	-	ENSG00000101665
DYM	18	49036387	49461347	-	ENSG00000141627
C18orf32	18	49477243	49487256	-	ENSG00000177576
RPL17-C18orf32	18	49481681	49492479	-	ENSG00000215472
RPL17	18	49488346	49492564	-	ENSG00000265681
LIPG	18	49560699	49599185	+	ENSG00000101670
ACAA2	18	49782164	49813953	-	ENSG00000167315
MYO5B	18	49822789	50195164	-	ENSG00000167306
CFAP53	18	50227193	50266504	-	ENSG00000172361
MBD1	18	50266746	50281846	-	ENSG00000141644
CXXC1	18	50282331	50287857	-	ENSG00000154832
SKA1	18	50375017	50394176	+	ENSG00000154839
MAPK4	18	50559451	50731830	+	ENSG00000141639
MRO	18	50795120	50825449	-	ENSG00000134042
ME2	18	50878819	50954257	+	ENSG00000082212
ELAC1	18	50967989	50988991	+	ENSG00000141642
SMAD4	18	51028528	51085045	+	ENSG00000141646
MEX3C	18	51174550	51218333	-	ENSG00000176624
DCC	18	52340197	53535899	+	ENSG00000187323
MBD2	18	54151606	54224669	-	ENSG00000134046
POLI	18	54269510	54321266	+	ENSG00000101751
STARD6	18	54324358	54357964	-	ENSG00000174448
C18orf54	18	54357903	54385218	+	ENSG00000166845
DYNAP	18	54587757	54599493	+	ENSG00000178690
RAB27B	18	54717857	54895516	+	ENSG00000041353
CCDC68	18	54901504	54959519	-	ENSG00000166510
TCF4	18	55222185	55664787	-	ENSG00000196628
TXNL1	18	56597209	56651600	-	ENSG00000091164
WDR7	18	56651343	57029811	+	ENSG00000091157
BOD1L2	18	57147087	57150410	+	ENSG00000228075
ST8SIA3	18	57352557	57371731	+	ENSG00000177511
ONECUT2	18	57435374	57491298	+	ENSG00000119547
FECH	18	57544377	57586761	-	ENSG00000066926
NARS1	18	57600000	57622213	-	ENSG00000134440
ATP8B1	18	57646426	57803560	-	ENSG00000081923
NEDD4L	18	58044050	58401540	+	ENSG00000049759
ALPK2	18	58481247	58629091	-	ENSG00000198796
MALT1	18	58671426	58754477	+	ENSG00000172175
ZNF532	18	58862600	58986480	+	ENSG00000074657
SEC11C	18	59139475	59158837	+	ENSG00000166562
GRP	18	59220158	59230774	+	ENSG00000134443
RAX	18	59267035	59274086	-	ENSG00000134438
CPLX4	18	59275156	59318649	-	ENSG00000166569
LMAN1	18	59327823	59359265	-	ENSG00000074695
CCBE1	18	59430939	59697694	-	ENSG00000183287
PMAIP1	18	59899644	59904305	+	ENSG00000141682
MC4R	18	60371062	60372775	-	ENSG00000166603
CDH20	18	61333430	61555779	+	ENSG00000101542
RNF152	18	61808067	61895097	-	ENSG00000176641
PIGN	18	61905255	62187118	-	ENSG00000197563
RELCH	18	62187255	62310249	+	ENSG00000134444
TNFRSF11A	18	62325269	62391288	+	ENSG00000141655
ZCCHC2	18	62523025	62587709	+	ENSG00000141664
PHLPP1	18	62715464	62980433	+	ENSG00000081913
BCL2	18	63123346	63320128	-	ENSG00000171791
KDSR	18	63327566	63367615	-	ENSG00000119537
VPS4B	18	63389190	63422483	-	ENSG00000119541
SERPINB5	18	63476945	63505085	+	ENSG00000206075
SERPINB12	18	63542369	63569329	+	ENSG00000166634
SERPINB13	18	63586989	63604639	+	ENSG00000197641
SERPINB4	18	63637259	63644256	-	ENSG00000206073
SERPINB11	18	63647579	63726432	+	ENSG00000206072
SERPINB3	18	63653686	63661893	-	ENSG00000057149
SERPINB7	18	63752935	63805376	+	ENSG00000166396
SERPINB2	18	63871692	63903888	+	ENSG00000197632
SERPINB10	18	63907958	63936111	+	ENSG00000242550
HMSD	18	63949301	63981774	+	ENSG00000221887
SERPINB8	18	63970029	64019779	+	ENSG00000166401
CDH7	18	65750252	65890337	+	ENSG00000081138
CDH19	18	66501083	66604438	-	ENSG00000071991
DSEL	18	67506587	67516723	-	ENSG00000171451
TMX3	18	68673688	68715147	-	ENSG00000166479
CCDC102B	18	68715138	69057126	+	ENSG00000150636
DOK6	18	69400888	69849087	+	ENSG00000206052
CD226	18	69831158	69961803	-	ENSG00000150637
RTTN	18	70003031	70206028	-	ENSG00000176225
SOCS6	18	70288888	70330199	+	ENSG00000170677
CBLN2	18	72534118	72638521	-	ENSG00000141668
NETO1	18	72742314	72868146	-	ENSG00000166342
FBXO15	18	74073344	74147867	-	ENSG00000141665
TIMM21	18	74148512	74160531	+	ENSG00000075336
CYB5A	18	74250846	74291995	-	ENSG00000166347
C18orf63	18	74315839	74359189	+	ENSG00000206043
DIPK1C	18	74434775	74457944	-	ENSG00000187773
CNDP2	18	74494112	74523557	+	ENSG00000133313
CNDP1	18	74534400	74587212	+	ENSG00000150656
ZNF407	18	74597848	75065671	+	ENSG00000215421
PTGR3	18	75195113	75209139	-	ENSG00000180011
TSHZ1	18	75210755	75289950	+	ENSG00000179981
SMIM21	18	75409476	75427703	-	ENSG00000206026
ZNF516	18	76357682	76496132	-	ENSG00000101493
ZNF236	18	76822557	76972901	+	ENSG00000130856
MBP	18	76978827	77133683	-	ENSG00000197971
GALR1	18	77249848	77277900	+	ENSG00000166573
SALL3	18	78979818	79002677	+	ENSG00000256463
ATP9B	18	79069272	79378391	+	ENSG00000166377
NFATC1	18	79395856	79529325	+	ENSG00000131196
CTDP1	18	79679803	79754503	+	ENSG00000060069
KCNG2	18	79797904	79900184	+	ENSG00000178342
SLC66A2	18	79902420	79951676	-	ENSG00000122490
HSBP1L1	18	79964582	79970823	+	ENSG00000226742
TXNL4A	18	79970813	80033949	-	ENSG00000141759
RBFA	18	80034389	80050651	+	ENSG00000101546
ADNP2	18	80109262	80147523	+	ENSG00000101544
PARD6G	18	80157232	80247514	-	ENSG00000178184
OR4F17	19	107104	117102	+	ENSG00000176695
PLPP2	19	278504	291403	-	ENSG00000141934
MIER2	19	305573	344815	-	ENSG00000105556
SPMAP2	19	361747	376026	-	ENSG00000105549
C2CD4C	19	405443	409147	-	ENSG00000183186
SHC2	19	416589	461100	-	ENSG00000129946
CIMAP1D	19	463346	474983	-	ENSG00000181781
MADCAM1	19	489176	505343	+	ENSG00000099866
TPGS1	19	507497	519654	+	ENSG00000141933
CDC34	19	531721	542092	+	ENSG00000099804
GZMM	19	544034	549924	+	ENSG00000197540
BSG	19	571277	583498	+	ENSG00000172270
HCN2	19	589881	617159	+	ENSG00000099822
POLRMT	19	617168	633572	-	ENSG00000099821
FGF22	19	639879	644373	+	ENSG00000070388
RNF126	19	647526	663233	-	ENSG00000070423
FSTL3	19	676392	683392	+	ENSG00000070404
PRSS57	19	685546	695498	-	ENSG00000185198
PALM	19	708935	748329	+	ENSG00000099864
MISP	19	748404	764363	+	ENSG00000099812
PTBP1	19	797075	812327	+	ENSG00000011304
PLPPR3	19	812487	822619	-	ENSG00000129951
AZU1	19	825097	832018	+	ENSG00000172232
PRTN3	19	840999	848175	+	ENSG00000196415
ELANE	19	850951	856247	+	ENSG00000197561
CFD	19	859453	869490	+	ENSG00000197766
MED16	19	867630	893218	-	ENSG00000175221
R3HDM4	19	896503	913245	-	ENSG00000198858
KISS1R	19	917287	921005	+	ENSG00000116014
ARID3A	19	924528	975939	+	ENSG00000116017
WDR18	19	984294	998438	+	ENSG00000065268
GRIN3B	19	1000419	1009732	+	ENSG00000116032
TMEM259	19	1009648	1021179	-	ENSG00000182087
CNN2	19	1026547	1039077	+	ENSG00000064666
ABCA7	19	1039997	1065572	+	ENSG00000064687
ARHGAP45	19	1065923	1086642	+	ENSG00000180448
POLR2E	19	1085104	1095389	-	ENSG00000099817
GPX4	19	1103982	1106791	+	ENSG00000167468
SBNO2	19	1107636	1174295	-	ENSG00000064932
STK11	19	1177558	1228431	+	ENSG00000118046
CBARP	19	1228284	1239465	-	ENSG00000099625
ATP5F1D	19	1241746	1244825	+	ENSG00000099624
MIDN	19	1248331	1259145	+	ENSG00000167470
CIRBP	19	1259384	1274880	+	ENSG00000099622
EFNA2	19	1285873	1301431	+	ENSG00000099617
PWWP3A	19	1354293	1378434	+	ENSG00000160953
NDUFS7	19	1383527	1395590	+	ENSG00000115286
GAMT	19	1397026	1401570	-	ENSG00000130005
DAZAP1	19	1407536	1435687	+	ENSG00000071626
RPS15	19	1438354	1440497	+	ENSG00000115268
APC2	19	1446302	1473244	+	ENSG00000115266
C19orf25	19	1461143	1479565	-	ENSG00000119559
PCSK4	19	1481428	1490752	-	ENSG00000115257
REEP6	19	1491034	1497927	+	ENSG00000115255
ADAMTSL5	19	1505022	1513604	-	ENSG00000185761
PLK5	19	1508023	1536046	+	ENSG00000185988
MEX3D	19	1554672	1568325	-	ENSG00000181588
MBD3	19	1573596	1592869	-	ENSG00000071655
UQCR11	19	1597154	1605500	-	ENSG00000127540
TCF3	19	1609291	1652911	-	ENSG00000071564
ONECUT3	19	1753506	1780988	+	ENSG00000205922
ATP8B3	19	1782075	1812276	-	ENSG00000130270
REXO1	19	1815248	1848493	-	ENSG00000079313
KLF16	19	1852399	1863579	-	ENSG00000129911
ABHD17A	19	1876810	1885618	-	ENSG00000129968
SCAMP4	19	1905214	1926013	+	ENSG00000227500
ADAT3	19	1905399	1913447	+	ENSG00000213638
CSNK1G2	19	1941146	1981339	+	ENSG00000133275
BTBD2	19	1985438	2034881	-	ENSG00000133243
MKNK2	19	2037465	2061220	-	ENSG00000099875
MOB3A	19	2071032	2096679	-	ENSG00000172081
IZUMO4	19	2096429	2099593	+	ENSG00000099840
AP3D1	19	2100982	2164468	-	ENSG00000065000
DOT1L	19	2163933	2232578	+	ENSG00000104885
PLEKHJ1	19	2230084	2237704	-	ENSG00000104886
SF3A2	19	2236823	2248672	+	ENSG00000104897
AMH	19	2249309	2252073	+	ENSG00000104899
JSRP1	19	2252074	2269759	-	ENSG00000167476
OAZ1	19	2269509	2273492	+	ENSG00000104904
PEAK3	19	2274631	2282175	-	ENSG00000188305
LINGO3	19	2287164	2308174	-	ENSG00000220008
LSM7	19	2321520	2328612	-	ENSG00000130332
SPPL2B	19	2328613	2355095	+	ENSG00000005206
TMPRSS9	19	2360238	2426261	+	ENSG00000178297
TIMM13	19	2425625	2427588	-	ENSG00000099800
LMNB2	19	2427638	2456992	-	ENSG00000176619
GADD45B	19	2476122	2478805	+	ENSG00000099860
GNG7	19	2511214	2702724	-	ENSG00000176533
DIRAS1	19	2714566	2721438	-	ENSG00000176490
SLC39A3	19	2732204	2740070	-	ENSG00000141873
SGTA	19	2754711	2783390	-	ENSG00000104969
THOP1	19	2785494	2815807	+	ENSG00000172009
ZNF554	19	2819868	2836735	+	ENSG00000172006
ZNF555	19	2841437	2860471	+	ENSG00000186300
ZNF556	19	2867335	2883445	+	ENSG00000172000
ZNF57	19	2900914	2919102	+	ENSG00000171970
ZNF77	19	2933218	2944971	-	ENSG00000175691
TLE6	19	2977538	2995179	+	ENSG00000104953
TLE2	19	2997639	3047635	-	ENSG00000065717
TLE5	19	3052909	3063107	-	ENSG00000104964
GNA11	19	3094362	3123999	+	ENSG00000088256
GNA15	19	3136033	3163749	+	ENSG00000060558
S1PR4	19	3172346	3180332	+	ENSG00000125910
NCLN	19	3185563	3209575	+	ENSG00000125912
CELF5	19	3224650	3297076	+	ENSG00000161082
NFIC	19	3314403	3469217	+	ENSG00000141905
SMIM24	19	3473986	3480525	-	ENSG00000095932
SMIM44	19	3482110	3483441	-	ENSG00000284638
DOHH	19	3490821	3500936	-	ENSG00000129932
FZR1	19	3506277	3538334	+	ENSG00000105325
MFSD12	19	3538261	3574290	-	ENSG00000161091
TEKTIP1	19	3539171	3544030	+	ENSG00000183397
HMG20B	19	3572741	3579088	+	ENSG00000064961
GIPC3	19	3585478	3593541	+	ENSG00000179855
TBXA2R	19	3594506	3606895	-	ENSG00000006638
CACTIN	19	3610645	3626815	-	ENSG00000105298
PIP5K1C	19	3630181	3700487	-	ENSG00000186111
TJP3	19	3708356	3750813	+	ENSG00000105289
APBA3	19	3750772	3761700	-	ENSG00000011132
MRPL54	19	3762672	3768575	+	ENSG00000183617
RAX2	19	3769089	3772228	-	ENSG00000173976
MATK	19	3777969	3802129	-	ENSG00000007264
ZFR2	19	3804024	3869038	-	ENSG00000105278
ATCAY	19	3879864	3928082	+	ENSG00000167654
NMRK2	19	3932994	3943081	+	ENSG00000077009
DAPK3	19	3958453	3971123	-	ENSG00000167657
EEF2	19	3976044	3985479	-	ENSG00000167658
PIAS4	19	4007695	4039386	+	ENSG00000105229
ZBTB7A	19	4043303	4067636	-	ENSG00000178951
MAP2K2	19	4090317	4124216	-	ENSG00000126934
CREB3L3	19	4153621	4173057	+	ENSG00000060566
SIRT6	19	4174109	4182599	-	ENSG00000077463
ANKRD24	19	4182630	4224818	+	ENSG00000089847
EBI3	19	4229314	4237528	+	ENSG00000105246
YJU2	19	4247080	4269091	+	ENSG00000105248
SHD	19	4279030	4290725	+	ENSG00000105251
TMIGD2	19	4292227	4302431	-	ENSG00000167664
FSD1	19	4304595	4323843	+	ENSG00000105255
STAP2	19	4324040	4342786	-	ENSG00000178078
MPND	19	4343527	4360086	+	ENSG00000008382
SH3GL1	19	4360367	4400547	-	ENSG00000141985
CHAF1A	19	4402617	4445018	+	ENSG00000167670
UBXN6	19	4444999	4457794	-	ENSG00000167671
HDGFL2	19	4472244	4502220	+	ENSG00000167674
PLIN4	19	4502182	4520379	-	ENSG00000167676
PLIN5	19	4522531	4535247	-	ENSG00000214456
LRG1	19	4536402	4540067	-	ENSG00000171236
SEMA6B	19	4542588	4581784	-	ENSG00000167680
TNFAIP8L1	19	4639511	4655568	+	ENSG00000185361
MYDGF	19	4641374	4670365	-	ENSG00000074842
DPP9	19	4674341	4724673	-	ENSG00000142002
FEM1A	19	4791734	4801273	+	ENSG00000141965
TICAM1	19	4815932	4831712	-	ENSG00000127666
PLIN3	19	4838339	4867717	-	ENSG00000105355
ARRDC5	19	4890437	4902948	-	ENSG00000205784
UHRF1	19	4903080	4962154	+	ENSG00000276043
KDM4B	19	4969107	5153611	+	ENSG00000127663
PTPRS	19	5158495	5340941	-	ENSG00000105426
ZNRF4	19	5455417	5456856	+	ENSG00000105428
TINCR	19	5558167	5578349	-	ENSG00000223573
SAFB2	19	5586981	5624046	-	ENSG00000130254
SAFB	19	5623035	5668478	+	ENSG00000160633
RPL36	19	5674947	5691881	+	ENSG00000130255
MICOS13	19	5678421	5680516	-	ENSG00000174917
HSD11B1L	19	5680604	5688524	+	ENSG00000167733
LONP1	19	5691834	5720572	-	ENSG00000196365
CATSPERD	19	5720637	5778734	+	ENSG00000174898
PRR22	19	5782960	5784746	-	ENSG00000212123
DUS3L	19	5784832	5791225	-	ENSG00000141994
NRTN	19	5805056	5828324	+	ENSG00000171119
FUT6	19	5830361	5839722	-	ENSG00000156413
FUT3	19	5842888	5851471	-	ENSG00000171124
FUT5	19	5865826	5870540	-	ENSG00000130383
NDUFA11	19	5891207	5904006	-	ENSG00000174886
VMAC	19	5904872	5910853	+	ENSG00000187650
CAPS	19	5912339	5916211	+	ENSG00000105519
RANBP3	19	5916139	5978144	-	ENSG00000031823
RFX2	19	5993164	6199572	-	ENSG00000087903
ACSBG2	19	6135247	6193094	+	ENSG00000130377
MLLT1	19	6210377	6279975	-	ENSG00000130382
ACER1	19	6306142	6333612	-	ENSG00000167769
CLPP	19	6361427	6370242	+	ENSG00000125656
ALKBH7	19	6372763	6375250	+	ENSG00000125652
PSPN	19	6375148	6379058	-	ENSG00000125650
GTF2F1	19	6379572	6393981	-	ENSG00000125651
KHSRP	19	6413102	6424811	-	ENSG00000088247
SLC25A41	19	6426037	6433779	-	ENSG00000181240
SLC25A23	19	6436079	6465203	-	ENSG00000125648
CRB3	19	6463777	6467221	+	ENSG00000130545
DENND1C	19	6467207	6482557	-	ENSG00000205744
TUBB4A	19	6494319	6502848	-	ENSG00000104833
TNFSF9	19	6531026	6535924	+	ENSG00000125657
CD70	19	6583183	6604103	-	ENSG00000125726
TNFSF14	19	6658085	6670621	-	ENSG00000125735
C3	19	6677704	6730562	-	ENSG00000125730
GPR108	19	6729914	6737606	-	ENSG00000125734
TRIP10	19	6737925	6751530	+	ENSG00000125733
SH2D3A	19	6752160	6768109	-	ENSG00000125731
VAV1	19	6772694	6857366	+	ENSG00000141968
ADGRE1	19	6887566	6940459	+	ENSG00000174837
MBD3L2B	19	7018969	7021431	-	ENSG00000196589
MBD3L5	19	7030578	7033011	+	ENSG00000237247
MBD3L4	19	7037749	7040179	-	ENSG00000205718
MBD3L2	19	7049321	7051735	+	ENSG00000230522
MBD3L3	19	7056207	7069665	-	ENSG00000182315
ZNF557	19	7069701	7087968	+	ENSG00000130544
INSR	19	7112255	7294414	-	ENSG00000171105
ARHGEF18	19	7348937	7472485	+	ENSG00000104880
PEX11G	19	7476869	7497449	-	ENSG00000104883
